dataset,dataset_idx,image_file,linguistic_phenomena,caption,answer,classes,split,original_split,classes_foil,mturk,foil,challenge_set,foil_method,grammaticality_scores,nli_scores,key,declarative_statement,declarative_statement_foils,provenance_of_foils,foiling_method,orig_caption,only_caption,local_img_path
coco2017,288024,000000182805.jpg,plurals,A woman is playing with some dogs under an umbrella.,,dogs,,val,dog,"{'foil': 1, 'caption': 2, 'other': 0}",A woman is playing with exactly one dog under an umbrella.,plurals.json,"checklist method, change NP to SG",[0.8027571568487281],"{'entail': [0.004665724001824001], 'neutral': [0.034084368497133005], 'contradict': [0.961249947547912], 'pred': ['contradict']}",,,,,,A woman is playing with her dogs under an umbrella.,,images/coco2017/000000182805.jpg
coco2017,719239,000000514586.jpg,plurals,A young boy wearing his baseball uniform with his bat in some hands,,hands,,val,hand,"{'foil': 1, 'caption': 1, 'other': 1}",A young boy wearing his baseball uniform with his bat in a single hand,plurals.json,"checklist method, change NP to SG",[0.8257700282543381],"{'entail': [0.037731587886810004], 'neutral': [0.06993393599987001], 'contradict': [0.8923344612121581], 'pred': ['contradict']}",,,,,,A young boy wearing his baseball uniform with his bat in his hands,,images/coco2017/000000514586.jpg
coco2017,508449,000000256518.jpg,plurals,"A plate filled with a number of eggs, corn, toast and coffee",,eggs,,val,egg,"{'foil': 2, 'caption': 0, 'other': 1}","A plate filled with exactly one egg, corn, toast and coffee",plurals.json,"checklist method, change NP to SG",[0.8212124115691021],"{'entail': [0.0034564768429840003], 'neutral': [0.014033807441592001], 'contradict': [0.982509732246398], 'pred': ['contradict']}",,,,,,"A plate filled with eggs, corn, toast and coffee",,images/coco2017/000000256518.jpg
coco2017,156926,000000007281.jpg,plurals,Two people on horseback are posing while some horses gallop on a beach shore.,,horses,,val,horse,"{'foil': 1, 'caption': 2, 'other': 0}",Two people on horseback are posing while a single horse gallops on a beach shore.,plurals.json,"checklist method, change NP to SG",[0.8677579593086061],"{'entail': [0.009937133640050002], 'neutral': [0.037140537053346], 'contradict': [0.9529223442077631], 'pred': ['contradict']}",,,,,,Two people on horseback are posing while the horses gallop on a beach shore.,,images/coco2017/000000007281.jpg
coco2017,432883,000000289741.jpg,plurals,Some cruise ships docked near a beach resort,,ships,,val,ship,"{'foil': 0, 'caption': 3, 'other': 0}",A single cruise ship docked near a beach resort,plurals.json,"checklist method, change NP to SG",[0.8910973072052001],"{'entail': [0.013019367121160001], 'neutral': [0.030894763767719], 'contradict': [0.9560858011245721], 'pred': ['contradict']}",,,,,,two cruise ships docked near a beach resort,,images/coco2017/000000289741.jpg
coco2017,53777,000000578967.jpg,plurals,The transit train stretches down the track under a number of power lines.,,lines,,val,line,"{'foil': 0, 'caption': 3, 'other': 0}",The transit train stretches down the track under a single power line.,plurals.json,"checklist method, change NP to SG",[0.8618052134670151],"{'entail': [0.0071290638297790004], 'neutral': [0.018482912331819], 'contradict': [0.9743880629539491], 'pred': ['contradict']}",,,,,,The transit train stretches down the track under the power lines.,,images/coco2017/000000578967.jpg
coco2017,94588,000000277689.jpg,plurals,"A small two tier wedding cake is embellished with some red flowers, on a table with stemware artfully arranged.",,flowers,,val,flower,"{'foil': 0, 'caption': 3, 'other': 0}","A small two tier wedding cake is embellished with a single red flower, on a table with stemware artfully arranged.",plurals.json,"checklist method, change NP to SG",[0.870408366793294],"{'entail': [0.006625085603445001], 'neutral': [0.077527426183223], 'contradict': [0.9158474802970881], 'pred': ['contradict']}",,,,,,"A small two tier wedding cake is embellished with red flowers, on a table with stemware artfully arranged.",,images/coco2017/000000277689.jpg
coco2017,309527,000000298697.jpg,plurals,Some horses are eating the hay in a large field.,,horses,,val,horse,"{'foil': 1, 'caption': 2, 'other': 0}",Exactly one horse is eating the hay in a large field.,plurals.json,"checklist method, change NP to SG",[0.889497782994428],"{'entail': [0.002877607475966], 'neutral': [0.014913598075509002], 'contradict': [0.9822089076042171], 'pred': ['contradict']}",,,,,,Horses are eating the hay in a large field.,,images/coco2017/000000298697.jpg
coco2017,804598,000000166664.jpg,plurals,A big elephant makes its way across the road with a number of onlookers in the car.,,onlookers,,val,onlooker,"{'foil': 2, 'caption': 0, 'other': 1}",A big elephant makes its way across the road with exactly one onlooker in the car.,plurals.json,"checklist method, change NP to SG",[0.822759525738411],"{'entail': [0.0007881420897310001], 'neutral': [0.004454873967915001], 'contradict': [0.9947570562362671], 'pred': ['contradict']}",,,,,,A big elephant makes its way across the road with onlookers in the car.,,images/coco2017/000000166664.jpg
coco2017,575110,000000102644.jpg,plurals,There is a bathroom with tile floors and a number of tile walls.,,walls,,val,wall,"{'foil': 1, 'caption': 1, 'other': 1}",There is a bathroom with tile floors and exactly one tile wall.,plurals.json,"checklist method, change NP to SG",[0.8946913197665841],"{'entail': [0.0017111328197640001], 'neutral': [0.007789479568600001], 'contradict': [0.9904993176460261], 'pred': ['contradict']}",,,,,,There is a bathroom with tile floors and tile walls.,,images/coco2017/000000102644.jpg
coco2017,721201,000000292082.jpg,plurals,An old photo of a little girl sitting on some dads lap,,dads,,val,dad,"{'foil': 2, 'caption': 0, 'other': 1}",An old photo of a little girl sitting on exactly one dad lap,plurals.json,"checklist method, change NP to SG",[0.8705275058746341],"{'entail': [0.010381530970335002], 'neutral': [0.03959197551012], 'contradict': [0.9500264525413511], 'pred': ['contradict']}",,,,,,an old photo of a little girl sitting on her dads lap,,images/coco2017/000000292082.jpg
coco2017,430084,000000334483.jpg,plurals,A number of women and children are gathered around a blue cake.,,women,,val,woman,"{'foil': 1, 'caption': 2, 'other': 0}",A single woman and children are gathered around a blue cake.,plurals.json,"checklist method, change NP to SG",[0.861528909163047],"{'entail': [0.010585114359855001], 'neutral': [0.014529208652675001], 'contradict': [0.974885642528533], 'pred': ['contradict']}",,,,,,Women and children are gathered around a blue cake.,,images/coco2017/000000334483.jpg
coco2017,279731,000000321214.jpg,plurals,A toddler eats cake with some hands in his high chair.,,hands,,val,hand,"{'foil': 1, 'caption': 2, 'other': 0}",A toddler eats cake with a single hand in his high chair.,plurals.json,"checklist method, change NP to SG",[0.813802550052215],"{'entail': [0.011002491228282], 'neutral': [0.020628668367862], 'contradict': [0.968368887901306], 'pred': ['contradict']}",,,,,,A toddler eats cake with his hands in his high chair.,,images/coco2017/000000321214.jpg
coco2017,185979,000000448410.jpg,plurals,A train car pulls into a train station where some travelers wait nearby.,,travelers,,val,traveler,"{'foil': 0, 'caption': 3, 'other': 0}",A train car pulls into a train station where a single traveler waits nearby.,plurals.json,"checklist method, change NP to SG",[0.8818270572922661],"{'entail': [0.0032329231034960004], 'neutral': [0.015760090202093003], 'contradict': [0.9810069203376771], 'pred': ['contradict']}",,,,,,A train car pulls into a train station where travelers wait nearby.,,images/coco2017/000000448410.jpg
coco2017,72914,000000071711.jpg,plurals,An indoor museum exhibit features a number of old planes.,,planes,,val,plane,"{'foil': 0, 'caption': 3, 'other': 0}",An indoor museum exhibit features a single old plane.,plurals.json,"checklist method, change NP to SG",[0.882455378771773],"{'entail': [0.007386548444628001], 'neutral': [0.016743801534175002], 'contradict': [0.9758696556091301], 'pred': ['contradict']}",,,,,,An indoor museum exhibit features several old planes.,,images/coco2017/000000071711.jpg
coco2017,430504,000000243148.jpg,plurals,A little child sits in the snow with a number of skis.,,skis,,val,ski,"{'foil': 2, 'caption': 0, 'other': 1}",A little child sits in the snow with exactly one ski.,plurals.json,"checklist method, change NP to SG",[0.8352694631120791],"{'entail': [0.004159244708716], 'neutral': [0.015617230907082], 'contradict': [0.980223536491394], 'pred': ['contradict']}",,,,,,A little child sits in the snow with skis.,,images/coco2017/000000243148.jpg
coco2017,630587,000000537827.jpg,plurals,Some baseball players with gloves are standing in the outfield.,,players,,val,player,"{'foil': 0, 'caption': 3, 'other': 0}",A single baseball player with gloves is standing in the outfield.,plurals.json,"checklist method, change NP to SG",[0.9066465863796541],"{'entail': [0.010395179502665], 'neutral': [0.026918662711977], 'contradict': [0.9626861214637751], 'pred': ['contradict']}",,,,,,Two baseball players with gloves are standing in the outfield.,,images/coco2017/000000537827.jpg
coco2017,189789,000000481404.jpg,plurals,A huge room with desks and some places to sit,,places,,val,place,"{'foil': 0, 'caption': 3, 'other': 0}",A huge room with desks and exactly one place to sit,plurals.json,"checklist method, change NP to SG",[0.8209258910336711],"{'entail': [0.005328356754034], 'neutral': [0.030836349353194], 'contradict': [0.9638352394104001], 'pred': ['contradict']}",,,,,,a huge room with desks and places to sit,,images/coco2017/000000481404.jpg
coco2017,197203,000000243495.jpg,plurals,There are some rolls of toilet paper and a hand dispenser on the bathroom wall.,,rolls,,val,roll,"{'foil': 2, 'caption': 1, 'other': 0}",There is exactly one roll of toilet paper and a hand dispenser on the bathroom wall.,plurals.json,"checklist method, change NP to SG",[0.8334133126399521],"{'entail': [0.0033554665278640004], 'neutral': [0.010580604895949001], 'contradict': [0.986063838005065], 'pred': ['contradict']}",,,,,,There are two rolls of toilet paper and a hand dispenser on the bathroom wall.,,images/coco2017/000000243495.jpg
coco2017,109015,000000377882.jpg,plurals,Some boats docked on land sitting side by side next to a lake.,,boats,,val,boat,"{'foil': 0, 'caption': 3, 'other': 0}",A single boat docked on land sitting side by side next to a lake.,plurals.json,"checklist method, change NP to SG",[0.81754725924937],"{'entail': [0.009054074063897001], 'neutral': [0.018824744969606], 'contradict': [0.9721212387084961], 'pred': ['contradict']}",,,,,,Boats docked on land sitting side by side next to a lake.,,images/coco2017/000000377882.jpg
coco2017,672529,000000015517.jpg,plurals,Some buses parked on a road outside a large bus station.,,buses,,val,bus,"{'foil': 0, 'caption': 3, 'other': 0}",A single bus parked on a road outside a large bus station.,plurals.json,"checklist method, change NP to SG",[0.8782302583614591],"{'entail': [0.00956496130675], 'neutral': [0.016467968001961], 'contradict': [0.9739670753479001], 'pred': ['contradict']}",,,,,,Buses parked on a road outside a large bus station.,,images/coco2017/000000015517.jpg
coco2017,809497,000000043435.jpg,plurals,Two surfers are riding a number of large ocean waves.,,waves,,val,wave,"{'foil': 1, 'caption': 2, 'other': 0}",Two surfers are riding a single large ocean wave.,plurals.json,"checklist method, change NP to SG",[0.9050382673914],"{'entail': [0.018434843048453], 'neutral': [0.031369864940643005], 'contradict': [0.9501952528953551], 'pred': ['contradict']}",,,,,,Two surfers are riding two large ocean waves.,,images/coco2017/000000043435.jpg
coco2017,372321,000000503823.jpg,plurals,A number of boats look like they may have been washed on shore.,,boats,,val,boat,"{'foil': 1, 'caption': 2, 'other': 0}",Exactly one boat looks like it may have been washed on shore.,plurals.json,"checklist method, change NP to SG",[0.8508937608856081],"{'entail': [0.0014228685759], 'neutral': [0.0046880519948890005], 'contradict': [0.9938890933990471], 'pred': ['contradict']}",,,,,,Those boats look like they may have been washed on shore.,,images/coco2017/000000503823.jpg
coco2017,687786,000000165831.jpg,plurals,Here is a large tray of a number of vegetables sitting on a counter top.,,vegetables,,val,vegetable,"{'foil': 1, 'caption': 2, 'other': 0}",Here is a large tray of a single vegetable sitting on a counter top.,plurals.json,"checklist method, change NP to SG",[0.8379471815910181],"{'entail': [0.002808056073263], 'neutral': [0.007979422807693001], 'contradict': [0.98921251296997], 'pred': ['contradict']}",,,,,,here is a large tray of vegetables sitting on a counter top.,,images/coco2017/000000165831.jpg
coco2017,38429,000000322610.jpg,plurals,People browse a number of shops while walking on a busy street.,,shops,,val,shop,"{'foil': 0, 'caption': 3, 'other': 0}",People browse a single shop while walking on a busy street.,plurals.json,"checklist method, change NP to SG",[0.8197098727200101],"{'entail': [0.00656514102593], 'neutral': [0.01356453448534], 'contradict': [0.9798703193664551], 'pred': ['contradict']}",,,,,,People browse the shops while walking on a busy street.,,images/coco2017/000000322610.jpg
coco2017,797401,000000043435.jpg,plurals,A number of people are riding on surfboards in the ocean.,,people,,val,person,"{'foil': 0, 'caption': 3, 'other': 0}",A single person is riding on surfboards in the ocean.,plurals.json,"checklist method, change NP to SG",[0.8894736482652781],"{'entail': [0.005017626564949001], 'neutral': [0.012219016440212001], 'contradict': [0.9827634096145631], 'pred': ['contradict']}",,,,,,Two people are riding on surfboards in the ocean.,,images/coco2017/000000043435.jpg
